condition\Priority	EA-NC-DG-NW	EA-NC-EG-NW	EA-NC-NG-NW	EA-NC-VG-NW	EA-SC-DG-NW	EA-SC-EG-NW	RA-NC-EG-NW	RA-NC-NG-NW	RA-SC-DG-NW	RA-SC-NG-NW	OA-NC-DG-NW	OA-NC-EG-EW	OA-NC-NG-NW	OA-SC-DG-NW	OA-SC-EG-EW	OA-SC-NG-NW	XA-NC-NG-NW																																																																																						
92th	/	/	/	/	/	/	/	/	/	/	momentum=0.5	/	augment=rotation factor=0.1	initial=lecun uniform	/	/	/																																																																																						
93th	/	/	/	/	/	/	/	/	/	/	momentum=0.1	/	augment=translation factor=0.1	reduction type=flatten	/	/	/																																																																																						
94th	/	/	/	/	/	/	/	/	/	/	optimizer=sgd	/	momentum=0.9	filters 1 1=64	/	/	/																																																																																						
95th	/	/	/	/	/	/	/	/	/	/	learning rate=0.01	/	augment=vertical flip=True	normalize=False	/	/	/																																																																																						
96th	/	/	/	/	/	/	/	/	/	/	filters 1 0=512	/	momentum=0.5	max pooling=False	/	/	/																																																																																						
97th	/	/	/	/	/	/	/	/	/	/	learning rate=0.1	/	learning rate=2e=05	horizontal flip=True	/	/	/																																																																																						
98th	/	/	/	/	/	/	/	/	/	/	/	/	momentum=0.1	rotation factor=0.1	/	/	/																																																																																						
99th	/	/	/	/	/	/	/	/	/	/	/	/	optimizer=sgd	separable=True	/	/	/																																																																																						
100th	/	/	/	/	/	/	/	/	/	/	/	/	block type=efficient	learning rate=0.1	/	/	/																																																																																						
101th	/	/	/	/	/	/	/	/	/	/	/	/	learning rate=1e=05	block type=efficient	/	/	/																																																																																						
102th	/	/	/	/	/	/	/	/	/	/	/	/	separable=True	num blocks=3	/	/	/																																																																																						
103th	/	/	/	/	/	/	/	/	/	/	/	/	learning rate=0.1	num layers=2	/	/	/																																																																																						
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
condition	1th	2th	3th	4th	5th	6th	7th	8th	9th	10th	11th	12th	13th	14th	15th	16th	17th	18th	19th	20th	21th	22th	23th	24th	25th	26th	27th	28th	29th	30th	31th	32th	33th	34th	35th	36th	37th	38th	39th	40th	41th	42th	43th	44th	45th	46th	47th	48th	49th	50th	51th	52th	53th	54th	55th	56th	57th	58th	59th	60th	61th	62th	63th	64th	65th	66th	67th	68th	69th	70th	71th	72th	73th	74th	75th	76th	77th	78th	79th	80th	81th	82th	83th	84th	85th	86th	87th	88th	89th	90th	91th	92th	93th	94th	95th	96th	97th	98th	99th	100th	101th	102th	103th
efficient-normal-dying-normal	trainable-True	imagenet_size-True	block_type-xception	optimizer-adam_weight_decay	optimizer-nadam	end_learning_rate-1e-5	trainable-False	multi_step-True	triple_train-True	pretrained-True	block_type-resnet	dropout-0.5	version-b2	learning_rate-0.1	version-b4	version-b1	imagenet_size-False	version-b3	normalize-True	step_1_freeze-bn	step_1_freeze-all	step_1_freeze-no	reduction_type-global_max	reduction_type-global_avg	learning_rate-0.01	version-b0	reduction_type-flatten	step_2_lr_scale-1.0	normalize-False	momentum-0.99	momentum-0.9	learning_rate-0.001	dropout-0.25	momentum-0.5	version-b5	step_1_ratio-0.2	momentum-0.1	optimizer-sgd	weight_decay_rate-0.01	end_learning_rate-1e-06	end_learning_rate-2e-06	weight_decay_rate-0.05	weight_decay_rate-0.005	version-b6	weight_decay_rate-0.1	step_1_ratio-0.3	end_learning_rate-0.0	weight_decay_rate-0.001	dropout-0.0	learning_rate-0.0001	step_1_ratio-0.1	step_1_ratio-0.5	end_learning_rate-0.0001	learning_rate-1e-05	learning_rate-2e-05	optimizer-adam	step_1_ratio-0.4	step_2_lr_scale-0.1	version-b7	block_type-vanilla	triple_train-False	pretrained-False	step_2_lr_scale-0.01	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/
efficient-normal-explode-normal	trainable-True	block_type-xception	imagenet_size-True	version-b7	optimizer-adam_weight_decay	end_learning_rate-1e-5	optimizer-nadam	multi_step-True	triple_train-True	dropout-0.5	learning_rate-0.001	block_type-resnet	learning_rate-0.0001	optimizer-adam	pretrained-False	dropout-0.25	version-b0	step_1_freeze-all	step_1_freeze-no	step_1_freeze-bn	reduction_type-global_max	version-b1	normalize-True	normalize-False	reduction_type-global_avg	reduction_type-flatten	learning_rate-0.01	dropout-0.0	version-b3	version-b4	step_2_lr_scale-1.0	version-b2	version-b6	step_1_ratio-0.2	version-b5	end_learning_rate-2e-06	weight_decay_rate-0.005	end_learning_rate-1e-06	momentum-0.99	end_learning_rate-0.0	weight_decay_rate-0.01	step_1_ratio-0.3	weight_decay_rate-0.001	end_learning_rate-0.0001	weight_decay_rate-0.05	step_1_ratio-0.1	weight_decay_rate-0.1	step_1_ratio-0.4	momentum-0.9	step_1_ratio-0.5	pretrained-True	learning_rate-2e-05	learning_rate-1e-05	momentum-0.5	learning_rate-0.1	block_type-vanilla	momentum-0.1	step_2_lr_scale-0.1	optimizer-sgd	step_2_lr_scale-0.01	imagenet_size-False	triple_train-False	trainable-False	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/
efficient-normal-normal-normal	trainable-True	block_type-xception	imagenet_size-True	multi_step-True	dropout-0.5	triple_train-True	version-b7	pretrained-False	block_type-resnet	reduction_type-global_max	reduction_type-global_avg	version-b4	dropout-0.25	rotation_factor-0.0	translation_factor-0.1	augment-False	horizontal_flip-False	zoom_factor-0.0	step_1_freeze-all	step_1_freeze-bn	normalize-False	vertical_flip-True	step_1_freeze-no	augment-rotation_factor-0.0	augment-translation_factor-0.1	contrast_factor-0.1	version-b1	augment-horizontal_flip-False	augment-zoom_factor-0.0	version-b3	contrast_factor-0.0	vertical_flip-False	normalize-True	version-b2	step_2_lr_scale-1.0	augment-vertical_flip-True	reduction_type-flatten	augment-contrast_factor-0.1	zoom_factor-0.1	horizontal_flip-True	augment-translation_factor-0.0	augment-horizontal_flip-True	augment-vertical_flip-False	augment-rotation_factor-0.1	augment-zoom_factor-0.1	augment-contrast_factor-0.0	translation_factor-0.0	rotation_factor-0.1	version-b0	step_1_ratio-0.2	version-b6	weight_decay_rate-0.01	version-b5	end_learning_rate-2e-06	weight_decay_rate-0.005	step_1_ratio-0.1	end_learning_rate-1e-06	weight_decay_rate-0.001	weight_decay_rate-0.05	end_learning_rate-0.0	step_1_ratio-0.4	step_1_ratio-0.5	weight_decay_rate-0.1	end_learning_rate-0.0001	step_1_ratio-0.3	dropout-0.0	step_2_lr_scale-0.1	block_type-vanilla	step_2_lr_scale-0.01	imagenet_size-False	pretrained-True	triple_train-False	trainable-False	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/
efficient-normal-vanish-normal	trainable-True	imagenet_size-True	block_type-xception	momentum-0.1	momentum-0.5	learning_rate-0.0001	momentum-0.9	momentum-0.99	optimizer-sgd	learning_rate-0.001	block_type-resnet	optimizer-adam_weight_decay	end_learning_rate-1e-5	optimizer-nadam	version-b1	version-b0	dropout-0.5	learning_rate-0.01	normalize-False	reduction_type-global_max	learning_rate-2e-05	version-b6	version-b2	version-b7	reduction_type-global_avg	version-b3	normalize-True	learning_rate-0.1	optimizer-adam	dropout-0.25	version-b5	reduction_type-flatten	learning_rate-1e-05	dropout-0.0	version-b4	block_type-vanilla	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/
efficient-slow_converge-dying-normal	trainable-True	imagenet_size-True	block_type-xception	momentum-0.1	momentum-0.5	learning_rate-0.001	momentum-0.9	momentum-0.99	optimizer-sgd	optimizer-adam_weight_decay	end_learning_rate-1e-5	optimizer-nadam	learning_rate-0.0001	block_type-resnet	learning_rate-2e-05	learning_rate-0.01	learning_rate-1e-05	version-b6	reduction_type-global_max	dropout-0.5	version-b3	version-b2	version-b5	reduction_type-global_avg	version-b7	optimizer-adam	version-b4	dropout-0.25	normalize-False	dropout-0.0	version-b0	normalize-True	version-b1	imagenet_size-False	reduction_type-flatten	learning_rate-0.1	block_type-vanilla	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/
efficient-slow_converge-explode-normal	trainable-True	learning_rate-0.01	imagenet_size-True	block_type-xception	optimizer-adam	optimizer-adam_weight_decay	end_learning_rate-1e-5	dropout-0.5	optimizer-nadam	momentum-0.99	learning_rate-0.001	block_type-resnet	momentum-0.9	learning_rate-0.1	version-b0	reduction_type-global_max	learning_rate-1e-05	dropout-0.25	version-b2	normalize-False	learning_rate-2e-05	version-b6	version-b3	version-b4	version-b1	reduction_type-global_avg	version-b5	version-b7	dropout-0.0	normalize-True	learning_rate-0.0001	reduction_type-flatten	imagenet_size-False	block_type-vanilla	momentum-0.5	momentum-0.1	optimizer-sgd	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/
resnet-normal-explode-normal	block_type-xception	trainable-True	imagenet_size-True	augment-False	vertical_flip-False	pretrained-False	rotation_factor-0.0	translation_factor-0.0	horizontal_flip-True	zoom_factor-0.1	normalize-True	contrast_factor-0.0	reduction_type-global_max	reduction_type-global_avg	contrast_factor-0.1	reduction_type-flatten	normalize-False	zoom_factor-0.0	horizontal_flip-False	augment-vertical_flip-False	translation_factor-0.1	rotation_factor-0.1	augment-rotation_factor-0.0	pretrained-True	vertical_flip-True	augment-zoom_factor-0.1	augment-translation_factor-0.0	augment-horizontal_flip-True	augment-vertical_flip-True	augment-rotation_factor-0.1	augment-zoom_factor-0.0	augment-contrast_factor-0.0	augment-contrast_factor-0.1	augment-horizontal_flip-False	augment-translation_factor-0.1	imagenet_size-False	block_type-efficient	block_type-vanilla	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/
resnet-normal-normal-normal	block_type-xception	trainable-True	imagenet_size-True	optimizer-adam_weight_decay	dropout-0.5	end_learning_rate-1e-5	learning_rate-0.1	optimizer-nadam	pretrained-False	learning_rate-0.01	reduction_type-global_max	reduction_type-global_avg	augment-False	dropout-0.25	normalize-True	momentum-0.99	momentum-0.9	optimizer-adam	dropout-0.0	normalize-False	augment-translation_factor-0.1	augment-horizontal_flip-False	augment-vertical_flip-False	augment-rotation_factor-0.1	augment-zoom_factor-0.1	augment-contrast_factor-0.0	momentum-0.5	reduction_type-flatten	momentum-0.1	optimizer-sgd	learning_rate-0.001	learning_rate-0.0001	pretrained-True	block_type-vanilla	block_type-efficient	imagenet_size-False	learning_rate-2e-05	learning_rate-1e-05	trainable-False	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/
resnet-slow_converge-dying-normal	learning_rate-0.0001	trainable-True	learning_rate-0.001	block_type-xception	learning_rate-2e-05	learning_rate-1e-05	learning_rate-0.01	optimizer-sgd	momentum-0.1	momentum-0.5	trainable-False	dropout-0.5	momentum-0.9	momentum-0.99	optimizer-adam_weight_decay	augment-translation_factor-0.0	translation_factor-0.0	augment-vertical_flip-True	vertical_flip-True	end_learning_rate-1e-5	optimizer-nadam	augment-contrast_factor-0.1	contrast_factor-0.1	pretrained-False	augment-horizontal_flip-False	horizontal_flip-False	reduction_type-global_max	augment-zoom_factor-0.0	dropout-0.25	zoom_factor-0.0	optimizer-adam	augment-rotation_factor-0.0	rotation_factor-0.0	normalize-True	augment-translation_factor-0.1	augment-horizontal_flip-True	augment-vertical_flip-False	augment-rotation_factor-0.1	augment-zoom_factor-0.1	augment-contrast_factor-0.0	reduction_type-global_avg	reduction_type-flatten	normalize-False	augment-False	imagenet_size-False	dropout-0.0	rotation_factor-0.1	zoom_factor-0.1	horizontal_flip-True	pretrained-True	contrast_factor-0.0	vertical_flip-False	translation_factor-0.1	block_type-vanilla	imagenet_size-True	block_type-efficient	learning_rate-0.1	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/
resnet-slow_converge-normal-normal	learning_rate-0.01	trainable-True	learning_rate-0.1	learning_rate-0.001	optimizer-adam_weight_decay	end_learning_rate-1e-5	optimizer-nadam	block_type-xception	optimizer-adam	learning_rate-0.0001	momentum-0.99	imagenet_size-True	momentum-0.9	learning_rate-2e-05	pretrained-False	dropout-0.5	dropout-0.25	reduction_type-global_max	normalize-True	reduction_type-global_avg	normalize-False	dropout-0.0	reduction_type-flatten	pretrained-True	learning_rate-1e-05	momentum-0.5	imagenet_size-False	momentum-0.1	optimizer-sgd	block_type-efficient	block_type-vanilla	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/
vanilla-normal-dying-normal	block_type-xception	filters_1_0-256	optimizer-adam_weight_decay	end_learning_rate-1e-5	optimizer-nadam	learning_rate-0.001	max_pooling-True	block_type-resnet	dropout-0.5	vertical_flip-False	filters_2_0-512	filters_2_0-256	separable-False	rotation_factor-0.0	filters_2_0-128	filters_0_0-512	filters_0_1-128	zoom_factor-0.1	kernel_size-5	activation-selu	initial-he_uniform	reduction_type-global_max	num_layers-2	activation-tanh	initial-lecun_uniform	augment-translation_factor-0.0	augment-horizontal_flip-True	augment-vertical_flip-False	augment-rotation_factor-0.0	augment-zoom_factor-0.1	augment-contrast_factor-0.1	normalize-False	filters_0_0-128	dropout-0.25	filters_2_0-64	augment-horizontal_flip-False	augment-translation_factor-0.1	kernel_size-7	contrast_factor-0.1	reduction_type-global_avg	filters_1_1-32	num_blocks-3	filters_1_1-256	augment-contrast_factor-0.0	translation_factor-0.0	horizontal_flip-True	filters_0_0-64	learning_rate-0.0001	filters_0_1-256	filters_1_1-64	horizontal_flip-False	translation_factor-0.1	filters_0_1-64	num_blocks-2	filters_1_0-128	filters_1_1-512	filters_0_1-32	augment-zoom_factor-0.0	filters_0_1-16	reduction_type-flatten	filters_0_0-16	contrast_factor-0.0	kernel_size-3	augment-rotation_factor-0.1	filters_0_0-32	filters_1_1-128	normalize-True	augment-False	filters_2_0-32	num_layers-1	filters_1_1-16	filters_2_0-16	filters_1_0-64	augment-vertical_flip-True	zoom_factor-0.0	filters_0_1-512	filters_0_0-256	rotation_factor-0.1	optimizer-adam	separable-True	dropout-0.0	filters_1_0-32	vertical_flip-True	filters_1_0-16	max_pooling-False	learning_rate-2e-05	momentum-0.99	momentum-0.9	num_blocks-1	block_type-efficient	learning_rate-1e-05	momentum-0.5	momentum-0.1	optimizer-sgd	learning_rate-0.01	filters_1_0-512	learning_rate-0.1	/	/	/	/	/	/
vanilla-normal-explode-nan_weight	num_blocks-1	num_layers-2	optimizer-sgd	block_type-xception	momentum-0.1	separable-True	learning_rate-0.1	momentum-0.5	momentum-0.9	momentum-0.99	augment-False	block_type-resnet	vertical_flip-False	kernel_size-5	reduction_type-global_max	dropout-0.5	max_pooling-False	rotation_factor-0.0	initial-lecun_uniform	activation-tanh	dropout-0.25	translation_factor-0.0	contrast_factor-0.1	filters_0_0-512	initial-he_uniform	kernel_size-3	activation-selu	normalize-True	horizontal_flip-True	learning_rate-0.01	filters_0_1-512	zoom_factor-0.1	filters_0_0-128	optimizer-adam_weight_decay	optimizer-nadam	end_learning_rate-1e-5	zoom_factor-0.0	filters_0_1-32	augment-vertical_flip-False	filters_0_1-128	filters_0_1-64	horizontal_flip-False	normalize-False	filters_0_0-256	dropout-0.0	translation_factor-0.1	contrast_factor-0.0	rotation_factor-0.1	max_pooling-True	filters_0_1-16	filters_0_0-32	filters_0_0-64	reduction_type-global_avg	reduction_type-flatten	kernel_size-7	filters_0_1-256	augment-translation_factor-0.0	augment-contrast_factor-0.1	augment-horizontal_flip-True	vertical_flip-True	augment-translation_factor-0.1	augment-horizontal_flip-False	augment-vertical_flip-True	augment-rotation_factor-0.0	augment-zoom_factor-0.1	augment-contrast_factor-0.0	augment-zoom_factor-0.0	learning_rate-0.001	augment-rotation_factor-0.1	block_type-efficient	filters_0_0-16	learning_rate-0.0001	learning_rate-1e-05	learning_rate-2e-05	separable-False	num_blocks-2	num_blocks-3	num_layers-1	optimizer-adam	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/
vanilla-normal-normal-normal	block_type-xception	separable-False	optimizer-adam_weight_decay	end_learning_rate-1e-5	dropout-0.5	optimizer-nadam	block_type-resnet	reduction_type-global_max	learning_rate-0.001	augment-False	vertical_flip-False	num_layers-1	filters_1_0-512	filters_1_1-512	filters_2_0-512	num_blocks-2	rotation_factor-0.0	activation-tanh	learning_rate-0.01	initial-he_uniform	filters_0_0-512	activation-selu	filters_1_0-256	initial-lecun_uniform	filters_2_1-512	translation_factor-0.0	filters_1_1-256	max_pooling-False	filters_2_1-256	filters_1_0-128	kernel_size-5	filters_2_0-256	filters_2_1-128	filters_0_0-256	filters_2_0-64	filters_2_0-128	horizontal_flip-False	filters_0_1-512	filters_1_0-64	normalize-False	kernel_size-7	dropout-0.25	zoom_factor-0.1	filters_1_1-128	contrast_factor-0.0	zoom_factor-0.0	filters_2_1-64	num_blocks-1	contrast_factor-0.1	normalize-True	horizontal_flip-True	filters_1_1-64	filters_0_0-128	dropout-0.0	filters_0_1-128	filters_0_1-256	filters_0_0-64	filters_0_1-64	optimizer-adam	filters_0_0-32	max_pooling-True	filters_0_1-32	translation_factor-0.1	filters_2_0-16	kernel_size-3	filters_0_1-16	filters_2_0-32	learning_rate-0.0001	rotation_factor-0.1	filters_1_0-16	filters_1_1-16	filters_2_1-16	augment-rotation_factor-0.0	augment-vertical_flip-False	filters_1_0-32	reduction_type-global_avg	filters_0_0-16	augment-translation_factor-0.0	filters_1_1-32	num_layers-2	vertical_flip-True	reduction_type-flatten	num_blocks-3	augment-horizontal_flip-False	augment-contrast_factor-0.0	augment-contrast_factor-0.1	filters_2_1-32	augment-horizontal_flip-True	augment-zoom_factor-0.1	augment-zoom_factor-0.0	momentum-0.99	augment-rotation_factor-0.1	augment-translation_factor-0.1	momentum-0.9	augment-vertical_flip-True	momentum-0.5	learning_rate-2e-05	momentum-0.1	optimizer-sgd	block_type-efficient	learning_rate-1e-05	separable-True	learning_rate-0.1
vanilla-slow_converge-dying-normal	block_type-xception	learning_rate-0.01	learning_rate-0.001	optimizer-sgd	momentum-0.1	momentum-0.5	learning_rate-0.0001	num_layers-1	learning_rate-2e-05	num_blocks-2	momentum-0.9	learning_rate-1e-05	momentum-0.99	separable-False	filters_2_1-512	augment-rotation_factor-0.0	rotation_factor-0.0	filters_1_1-32	filters_2_1-64	augment-horizontal_flip-False	horizontal_flip-False	num_blocks-1	block_type-resnet	filters_1_1-256	optimizer-adam	kernel_size-5	max_pooling-True	filters_1_0-64	filters_0_0-16	filters_1_0-16	normalize-True	filters_1_0-128	filters_1_1-512	optimizer-adam_weight_decay	reduction_type-global_max	end_learning_rate-1e-5	optimizer-nadam	reduction_type-global_avg	kernel_size-3	dropout-0.25	dropout-0.0	kernel_size-7	filters_0_0-32	filters_0_0-64	filters_0_0-128	filters_0_0-256	filters_0_0-512	filters_0_1-16	filters_0_1-128	filters_0_1-32	filters_0_1-64	filters_0_1-256	filters_0_1-512	filters_1_0-32	filters_1_0-256	filters_1_0-512	filters_2_0-16	filters_2_0-512	filters_2_0-32	filters_2_0-64	filters_2_0-128	filters_2_0-256	filters_1_1-16	filters_1_1-128	filters_2_1-16	filters_2_1-32	filters_2_1-128	filters_2_1-256	augment-False	augment-translation_factor-0.1	augment-translation_factor-0.0	augment-horizontal_flip-True	augment-vertical_flip-True	augment-vertical_flip-False	augment-rotation_factor-0.1	augment-zoom_factor-0.0	augment-zoom_factor-0.1	augment-contrast_factor-0.0	augment-contrast_factor-0.1	translation_factor-0.0	translation_factor-0.1	vertical_flip-False	vertical_flip-True	zoom_factor-0.1	zoom_factor-0.0	contrast_factor-0.1	contrast_factor-0.0	dropout-0.5	activation-selu	activation-tanh	initial-he_uniform	initial-lecun_uniform	reduction_type-flatten	filters_1_1-64	normalize-False	max_pooling-False	horizontal_flip-True	rotation_factor-0.1	separable-True	learning_rate-0.1	block_type-efficient	num_blocks-3	num_layers-2
vanilla-slow_converge-explode-nan_weight	num_blocks-3	block_type-xception	num_layers-2	separable-True	reduction_type-global_max	reduction_type-global_avg	max_pooling-True	block_type-resnet	normalize-True	normalize-False	kernel_size-5	kernel_size-3	kernel_size-7	num_blocks-2	filters_0_0-16	filters_0_0-128	filters_0_0-32	filters_0_0-64	filters_0_0-256	filters_0_0-512	filters_0_1-16	filters_0_1-512	filters_0_1-32	filters_0_1-64	filters_0_1-128	filters_0_1-256	filters_1_0-16	filters_1_0-512	filters_1_0-32	filters_1_0-64	filters_1_0-128	filters_1_0-256	filters_1_1-16	filters_1_1-256	filters_1_1-32	filters_1_1-64	filters_1_1-128	block_type-efficient	filters_1_1-512	max_pooling-False	reduction_type-flatten	separable-False	num_layers-1	num_blocks-1	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/
vanilla-slow_converge-normal-normal	block_type-xception	optimizer-adam_weight_decay	end_learning_rate-1e-5	optimizer-nadam	learning_rate-0.01	learning_rate-0.1	optimizer-adam	block_type-resnet	learning_rate-0.001	separable-False	learning_rate-0.0001	reduction_type-global_max	augment-contrast_factor-0.1	filters_1_1-64	contrast_factor-0.1	kernel_size-5	num_layers-1	rotation_factor-0.1	dropout-0.5	kernel_size-3	filters_1_0-32	filters_0_0-32	num_blocks-2	filters_0_1-16	augment-rotation_factor-0.1	filters_0_1-512	augment-zoom_factor-0.1	num_blocks-3	filters_0_0-16	reduction_type-global_avg	contrast_factor-0.0	vertical_flip-False	filters_0_0-64	augment-zoom_factor-0.0	translation_factor-0.0	max_pooling-True	augment-translation_factor-0.0	filters_0_1-64	horizontal_flip-False	augment-False	zoom_factor-0.1	augment-contrast_factor-0.0	augment-vertical_flip-False	filters_0_1-32	learning_rate-1e-05	filters_0_1-128	filters_1_1-16	filters_0_0-512	normalize-True	filters_1_0-64	filters_1_0-128	filters_1_0-512	activation-selu	activation-tanh	initial-he_uniform	initial-lecun_uniform	augment-horizontal_flip-False	filters_1_0-256	filters_1_1-32	filters_1_1-512	filters_1_0-16	augment-translation_factor-0.1	filters_1_1-256	normalize-False	filters_0_0-256	filters_0_0-128	learning_rate-2e-05	num_blocks-1	reduction_type-flatten	zoom_factor-0.0	augment-vertical_flip-True	augment-horizontal_flip-True	horizontal_flip-True	filters_1_1-128	augment-rotation_factor-0.0	max_pooling-False	dropout-0.25	translation_factor-0.1	vertical_flip-True	filters_0_1-256	dropout-0.0	kernel_size-7	rotation_factor-0.0	num_layers-2	separable-True	momentum-0.99	momentum-0.9	block_type-efficient	momentum-0.5	momentum-0.1	optimizer-sgd	/	/	/	/	/	/	/	/	/	/	/	/
xception-normal-normal-normal	trainable-True	imagenet_size-True	pretrained-True	optimizer-adam_weight_decay	dropout-0.5	end_learning_rate-1e-5	learning_rate-0.0001	reduction_type-global_max	multi_step-True	reduction_type-global_avg	optimizer-adam	triple_train-True	dropout-0.25	block_type-efficient	imagenet_size-False	block_type-resnet	optimizer-nadam	step_1_freeze-all	learning_rate-0.001	pretrained-False	step_1_freeze-bn	step_1_freeze-no	dropout-0.0	normalize-True	step_2_lr_scale-1.0	momentum-0.99	normalize-False	momentum-0.9	step_1_ratio-0.2	end_learning_rate-2e-06	weight_decay_rate-0.01	end_learning_rate-0.0	weight_decay_rate-0.1	weight_decay_rate-0.001	end_learning_rate-0.0001	step_1_ratio-0.3	step_1_ratio-0.1	weight_decay_rate-0.05	end_learning_rate-1e-06	weight_decay_rate-0.005	step_1_ratio-0.5	reduction_type-flatten	step_1_ratio-0.4	triple_train-False	momentum-0.5	learning_rate-2e-05	momentum-0.1	optimizer-sgd	step_2_lr_scale-0.1	learning_rate-0.01	step_2_lr_scale-0.01	learning_rate-1e-05	learning_rate-0.1	block_type-vanilla	trainable-False	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/	/